Actual_class,x,y,GMM_classification_result
class1,2.6122475895,2.4626714766,1
class1,2.4051075418,1.7129434792,1
class1,3.7614109557,1.5973838349,1
class1,3.9371868725,2.0872342598,1
class1,2.1718020556,2.3200783441,1
class1,5.249866344,1.4307698141,2
class1,3.10783731,1.7932237662,1
class1,4.0097790753,2.0406897473,1
class1,4.7185437525,1.7777038095,1
class1,4.4538764559,1.8818104031,1
class1,2.5142725079,1.7386755079,1
class1,3.1178507329,2.8183567279,1
class1,3.7867872345,1.090734913,6
class1,1.7467391647,2.0512113611,1
class1,2.3286638972,2.8897514989,5
class1,2.5829644742,1.8249658287,1
class1,2.0096493956,2.1026822519,1
class1,3.5864554272,0.9894822402,6
class1,1.1164772403,1.1882066194,1
class1,3.3125935781,1.2630118697,1
class1,4.2899953839,2.7834353269,1
class1,3.4335544267,2.3863121739,1
class1,3.0264534731,1.7385398455,1
class1,2.8018656581,2.1302349716,1
class1,3.2517818007,2.9515217956,1
class1,3.6651971543,1.5673256201,1
class1,3.2279630939,2.2388355416,1
class1,3.4170998486,2.4067541254,1
class1,1.4438797078,1.3871810156,1
class1,3.885827912,1.3872217711,1
class1,3.1962641905,2.1726003047,1
class1,1.5574059256,2.303663184,1
class1,3.4038336446,1.2850528666,1
class1,2.1421610634,2.5370876343,1
class1,3.2714825361,1.7877148735,1
class1,2.1066704539,1.0809840065,1
class1,3.9164844548,2.1129643136,1
class1,3.3582774409,2.6468167233,1
class1,4.2365596644,1.8675269619,1
class1,4.7418482174,2.702794855,1
class1,3.9443144178,2.3753583243,1
class1,3.1223502269,1.3214227635,1
class1,3.5586238621,1.5767326815,1
class1,3.2136737091,1.9772868447,1
class1,2.6348778208,2.5974544618,1
class1,1.3647849817,2.2551728233,1
class1,1.6926604086,1.3012226097,1
class1,1.6688464983,2.6898347906,5
class1,2.4321910995,2.0963522142,1
class1,1.6019157469,2.4333176582,1
class1,3.5943878989,1.7071493419,1
class1,3.2349369661,1.4937298886,1
class1,1.300943036,1.5129112385,1
class1,1.0252061992,2.5435229174,1
class1,2.6309138013,0.9854947937,1
class1,3.6635677611,2.0117588935,1
class1,2.542688189,1.7096656011,1
class1,1.5187541812,1.7753979875,1
class1,1.5252892327,1.7129903762,1
class1,3.9273049175,1.8607088667,1
class1,3.0389492849,2.12136157,1
class1,3.413736807,1.6414568789,1
class1,2.3019716779,1.5299706283,1
class1,2.7996745161,1.2554945841,1
class1,4.225662233,1.4624801563,1
class1,2.6770760567,2.6708754086,1
class1,2.9331784866,1.7748214208,1
class1,1.6480067473,1.2069201248,1
class1,2.6199861244,1.5570684089,1
class1,4.5116607542,2.1529015907,1
class1,2.1153205993,1.9437111663,1
class1,3.5934418264,2.0335024235,1
class1,2.6931777713,1.8237695188,1
class1,3.5355728302,2.6650111415,1
class1,4.3128717311,1.6434532643,1
class1,3.2567681901,1.5999821661,1
class1,2.5346837156,1.0724615117,1
class1,1.6436124684,1.9223392976,1
class1,2.9212218607,1.8319650565,1
class1,3.5345634045,2.2702037452,1
class1,3.3467569974,1.7217413507,1
class1,3.0068796193,1.4186941035,1
class1,2.5580867669,1.013340529,1
class1,3.1995668696,3.4259051571,5
class1,3.1362536115,2.1908560824,1
class1,3.4539954964,3.0240540118,1
class1,2.1415636914,2.2053630836,1
class1,3.2187577699,1.2676916166,1
class1,4.7597247029,2.4977262822,1
class1,2.2674442461,1.7896794374,1
class1,4.578533154,2.6079520939,1
class1,2.9593126472,2.5149067669,1
class1,1.551345535,2.333638698,1
class1,4.3617697523,2.1760494697,1
class1,4.1983252339,1.8979425594,1
class1,2.3615132559,2.9180167554,5
class1,2.6634025831,1.933611731,1
class1,4.0777036399,1.3888913901,1
class1,2.7995883203,1.3680172079,1
class1,3.1794922347,2.0724450572,1
class1,2.0047601112,1.589973124,1
class1,3.0208321348,1.19433488,1
class1,4.0288526242,1.8311714083,1
class1,4.1187503236,2.3202644997,1
class1,2.9275346628,2.4821326387,1
class1,2.9659996483,1.9602446429,1
class1,2.9230060437,1.6350333077,1
class1,2.8982448745,1.75151546,1
class1,2.4084922295,1.2586860719,1
class1,4.7779546849,2.1099188069,1
class1,2.8524984196,1.6143227713,1
class1,2.5830556369,1.6814368182,1
class1,2.7539686139,1.7622910903,1
class1,1.9596425913,1.8631238995,1
class1,2.6120064088,2.1857194025,1
class1,3.0344165196,1.9739176244,1
class1,1.9059198677,2.6096050413,1
class1,3.0654642536,1.8053617894,1
class1,3.7475848652,2.273611767,1
class1,1.9710506855,1.4374148637,1
class1,2.9818764,1.398645859,1
class1,2.4625311545,1.0434393321,1
class1,3.6050359879,1.7322769959,1
class1,3.9899635748,1.9715691722,1
class1,4.0219354823,1.8715292109,1
class1,2.7039935753,2.1765608408,1
class1,2.8001162746,2.1376878293,1
class1,3.1432830037,1.4658201385,1
class1,3.1274493478,2.8051837436,1
class1,4.2999907537,2.5369259764,1
class1,2.6086916597,2.353444091,1
class1,3.7809990325,1.8112510302,1
class1,2.617301969,2.7226381167,1
class1,1.2710853412,2.3389680116,1
class1,1.7239988016,2.5807513238,1
class1,1.4072424386,1.6258270611,1
class1,2.0924592662,2.6057465182,1
class1,4.1864615279,1.9034334734,1
class1,2.8307604116,1.6421606985,1
class1,2.2041883442,1.494810547,1
class1,2.5793757475,1.6386194537,1
class1,1.3478814364,1.1958887698,1
class1,3.7242161878,1.6960536906,1
class1,2.8674299877,1.5201095629,1
class1,1.3196989026,2.4485493958,1
class1,3.7808268817,2.7618923239,1
class1,4.7377838615,1.7353302088,1
class1,2.2210695178,1.9311062183,1
class1,3.6740321123,1.5333203673,1
class1,3.7035337868,2.5186134232,1
class1,3.4884619711,1.3169180571,1
class1,2.8438346583,2.6862052476,1
class1,3.9354058783,2.3231284844,1
class1,2.270575428,1.0456052435,1
class1,3.0552761498,1.7253307978,1
class1,2.5742944167,1.79612339,1
class1,3.0997587109,2.2625503688,1
class1,3.3193800512,2.6196302381,1
class1,2.6805488361,1.9658379342,1
class1,1.7574665996,1.7135739143,1
class1,3.5359988042,0.7031641585,6
class1,2.5083846554,1.6939481545,1
class1,3.0721546717,2.5578342273,1
class1,3.4008335696,1.6309931229,1
class1,3.1465651339,2.2939355703,1
class1,5.6642501432,2.189940344,1
class1,1.0788129961,1.2314103015,1
class1,3.0242795968,1.8804162705,1
class1,3.2476337268,2.4214614742,1
class1,3.9658008164,2.2408930727,1
class1,2.6084247832,2.3191503306,1
class1,3.2295923289,2.0252239705,1
class1,3.5836276811,1.5334504691,1
class1,1.1126709353,2.2362243539,1
class1,3.582478558,2.0926101687,1
class1,2.6089268324,1.8587626756,1
class1,3.9267876041,1.2298943521,1
class1,3.6056086967,2.0118916974,1
class1,2.9067867808,1.5723812238,1
class1,2.2722495423,2.8093475168,5
class1,1.8408449115,2.2286170393,1
class1,2.0090408777,2.9039995229,5
class1,2.5132623433,2.0531495332,1
class1,2.5313970789,1.8576205475,1
class1,2.4234048937,1.7067117801,1
class1,2.8762645394,1.7119984606,1
class1,4.3622517219,1.8019012286,1
class1,3.1859292319,2.6991837116,1
class1,3.0131803593,1.4232410323,1
class1,2.2789403082,2.3603942472,1
class1,3.2206190289,1.9454434279,1
class1,2.4301501032,2.7463530187,1
class1,0.185235815,1.3179055342,1
class1,2.8204039764,2.1550223045,1
class1,3.8075583157,1.4871147526,1
class1,4.0138727514,1.7347341837,1
class1,3.2015213258,1.9839121356,1
class1,2.7045999763,1.7518075946,1
class1,1.5995593483,2.1823439024,1
class1,3.100179344,2.0079489752,1
class1,2.3038559115,2.1620601512,1
class1,1.9683361427,1.2726149988,1
class1,3.0518639581,1.8235463217,1
class1,2.4667859401,1.7384677399,1
class1,3.7895621163,1.9829253375,1
class1,4.0503592546,1.967178265,1
class1,1.8717123979,2.4052914679,1
class1,2.8894053602,2.0604424316,1
class1,1.4786337002,2.6064765238,5
class1,2.9780727391,2.5783186389,1
class1,2.6469335775,1.2922494235,1
class1,4.1744750635,1.4192203538,1
class1,4.4895099088,1.5917333125,1
class1,3.6817632553,2.0873385819,1
class1,2.9485289747,1.3956307199,1
class1,2.8070569384,2.1173876357,1
class1,4.1349026572,2.1949865886,1
class1,3.2490809094,1.9261282404,1
class1,3.3246365424,1.7896678492,1
class1,2.2829530981,2.8260700918,5
class1,4.000979386,1.8612671308,1
class1,3.6373662269,2.3532280864,1
class1,3.5786710704,1.7283020545,1
class1,4.1947628656,2.6041441941,1
class1,3.0836796046,1.0451173779,1
class1,1.7878522083,1.7445906905,1
class1,2.9220807439,2.0017408309,1
class1,3.1956842604,1.0036501694,1
class1,4.3476083057,3.5458799686,6
class1,2.953403274,1.889915568,1
class1,2.0400517711,3.1083287567,5
class1,3.5955323245,2.326386837,1
class1,4.4534190158,1.9477282377,1
class1,3.6104174758,1.2599989986,1
class1,1.6621045355,1.7344755666,1
class1,3.7631891337,2.1199613353,1
class1,3.7092925201,0.9858394616,6
class1,1.5723113773,1.7154828517,1
class1,3.1007043058,2.292063759,1
class1,3.7714058338,2.3921371437,1
class1,2.5419074581,1.9383865523,1
class1,3.700336974,1.3917846835,1
class1,3.8145737684,1.3323525825,1
class1,3.8443977526,2.0252734082,1
class1,4.5036619486,2.0768788827,1
class1,1.0242808939,2.8934767577,5
class1,1.0105358326,2.2268098011,1
class1,2.8042584118,2.0188260494,1
class1,2.4904468085,2.0533027664,1
class1,3.0523675456,1.8734633598,1
class1,1.6594830028,1.6856617586,1
class1,5.1316569642,2.470015413,1
class1,3.0108286705,1.9098149126,1
class1,2.1277232983,2.1280375636,1
class1,3.3884052074,2.1667713093,1
class1,1.7452904654,1.5616230129,1
class1,3.5348675584,1.490765799,1
class1,2.6963020842,1.7266612095,1
class1,2.0623066671,0.9126948608,1
class2,4.9031838888,0.2957434697,2
class2,4.8816940108,0.3966159356,2
class2,5.3079812153,0.666865092,2
class2,4.8974264051,-0.7972600718,2
class2,5.0078005578,0.5842609515,2
class2,5.5742468189,-0.7411456778,2
class2,4.8871614262,-0.3247944744,2
class2,4.7965110132,-0.1103136064,2
class2,5.0015396167,-0.8497317428,2
class2,5.7383769527,0.2632738606,2
class2,5.8655788615,0.0018036141,2
class2,4.9022826599,-0.0444180211,2
class2,5.2323675506,-0.7457121026,2
class2,5.5991809417,0.2456620754,2
class2,4.7370430925,-0.2091243265,2
class2,5.230751205,0.7303655538,2
class2,4.6726073017,0.6928973613,2
class2,4.8839556069,-0.0641478144,2
class2,4.3479220083,0.0929914291,2
class2,4.8625217021,0.5936460032,2
class2,4.7528876989,0.6620709343,2
class2,4.8841451368,0.0513092601,2
class2,5.2381793254,1.1660724915,2
class2,4.693830004,0.4171054391,2
class2,4.3248738359,0.6514646738,2
class2,4.0329401134,-0.2308914807,2
class2,4.5428613316,-0.7163493251,2
class2,5.6770922989,0.5400600967,2
class2,5.7406535935,0.3062874262,2
class2,4.742045891,0.3578984498,2
class2,4.8384812991,-0.4111968962,2
class2,4.9790001903,-0.3056454483,2
class2,5.4132099294,0.5509225313,2
class2,5.0727643309,-0.2052030355,2
class2,4.996372696,0.7722926481,2
class2,5.4746126067,-0.3922125721,2
class2,4.991175298,0.9735430289,2
class2,4.1241213748,-0.8672247278,2
class2,5.0752679231,-1.2188379493,2
class2,4.9947146502,0.1048685774,2
class2,5.9175515045,0.9116466853,2
class2,4.2903991159,0.5138176798,2
class2,5.7490536612,0.5578919715,2
class2,5.3950847556,-0.1109367313,2
class2,5.5496057537,0.0975209194,2
class2,5.1227272848,0.1457144809,2
class2,4.4597046243,-0.6176036743,2
class2,4.7375700864,0.8104058868,2
class2,6.1130774087,-0.1898088248,2
class2,4.7937992288,0.2329935821,2
class2,5.5580171598,-0.1739757392,2
class2,4.9910329834,0.9280519573,2
class2,4.3184734151,0.764537099,2
class2,5.074847514,0.3597610516,2
class2,5.122823194,-0.1966606737,2
class2,5.2228065308,-0.6390286544,2
class2,5.3211223449,0.1506805283,2
class2,5.6017392668,0.5668768567,2
class2,4.9975333074,-0.0675397434,2
class2,4.4973817134,-0.7287463133,2
class2,5.9731937132,1.0099884234,2
class2,5.296284614,-0.6261959666,2
class2,5.278484653,0.7968927677,2
class2,5.0147880644,0.3820970024,2
class2,5.5679788047,0.128998617,2
class2,4.6249829706,0.0573021459,2
class2,4.3466692257,0.2038484521,2
class2,5.2625688906,-0.2087530076,2
class2,4.5092254485,0.2630359538,2
class2,5.1600457305,0.2716920075,2
class2,4.9671726933,0.4579227067,2
class2,4.9833942109,-0.5359701666,2
class2,4.9105954471,0.1189062017,2
class2,5.0935339304,-0.0657703813,2
class2,5.2882839111,0.9605539113,2
class2,4.1325820722,-0.8821201823,2
class2,4.9768503319,0.3283434713,2
class2,4.2561047477,-0.287230771,2
class2,4.3433560258,-0.5264495469,2
class2,4.7907654903,0.6557610527,2
class2,4.820990205,0.4749221957,2
class2,6.1782656371,0.4409194767,2
class2,5.2055684135,1.1014455504,2
class2,5.1177024737,0.3398060736,2
class2,4.6855419659,-0.6035305219,2
class2,5.1532673177,-0.011111732,2
class2,5.1446080481,-0.5116205387,2
class2,4.7408463325,0.1655955057,2
class2,4.1905287544,-0.045610637,2
class2,5.0487649935,0.2771108086,2
class2,4.5101790326,0.3932777864,2
class2,4.6212415727,0.8105324323,2
class2,4.2617425535,-0.2754086192,2
class2,4.4323878195,0.3354516445,2
class2,4.9775704972,-0.5603528357,2
class2,5.0372167935,0.5260640819,2
class2,5.551379408,0.4854240555,2
class2,4.6715267817,-0.3781320558,2
class2,4.1115578045,0.0014052552,2
class2,5.0937193092,0.9468502027,2
class2,5.2449600538,-0.7200130969,2
class2,4.8334005089,0.15797354,2
class2,4.961011207,-0.49697022,2
class2,5.8231107985,-0.4332615858,2
class2,4.7563345382,0.4299459186,2
class2,4.1545782229,0.2669146264,2
class2,5.7332120737,0.5176730652,2
class2,4.5424611638,0.6982915065,2
class2,4.4941863903,-0.6413862996,2
class2,4.8476975896,-0.3957022616,2
class2,4.1654935038,-0.4825723998,2
class2,4.8285099281,0.0819480772,2
class2,5.4414080601,0.7508569588,2
class2,5.5902803005,0.0604232688,2
class2,4.7768390944,-0.1788790122,2
class2,5.4075017672,0.0696669672,2
class2,4.9807807827,-0.6749674765,2
class2,4.7888986053,-0.3979807571,2
class2,5.6222343048,0.0311375296,2
class2,4.7103159601,-0.5493949478,2
class2,4.0603851658,-0.6168992423,2
class2,4.8228136295,1.105141956,2
class2,4.9170157283,0.3191699034,2
class2,4.983201352,-0.4700391508,2
class2,4.5096270237,-0.4662720847,2
class2,4.9767322013,-0.1959645586,2
class2,4.9203670162,-0.4221997366,2
class2,5.9422481551,-0.5883854539,2
class2,5.1269973164,0.8258678866,2
class2,4.9929877167,0.3239203488,2
class2,4.6240893279,0.0739650174,2
class2,5.4888429993,0.1156813237,2
class2,4.7149229676,-0.4883418863,2
class2,5.1928196672,-0.3322380685,2
class2,5.6696313117,0.0761332621,2
class2,4.6683325107,-0.4471685598,2
class2,4.7742973431,0.5328306419,2
class2,4.2971914787,-0.7129024507,2
class2,4.4844469856,0.3317207082,2
class2,5.1920053114,-0.2923295599,2
class2,4.8721308731,0.6307012695,2
class2,4.5221388418,0.2401189538,2
class2,5.119911874,-0.3817023805,2
class2,5.4485572059,-0.0547682375,2
class2,5.9925910641,0.0549466244,2
class2,5.1886426702,0.4154930283,2
class2,5.5275161862,-0.3534848551,2
class2,4.9491659891,0.3073204118,2
class2,4.4983101863,-0.1726642235,2
class2,5.0756868367,0.3696757414,2
class2,6.2085339209,0.4785021969,2
class2,4.818869432,0.9571320716,2
class2,5.0572610196,-0.4408509589,2
class2,4.7779779934,-0.3023938705,2
class2,3.8271549984,0.9804787851,6
class2,4.8347052368,-0.3724927345,2
class2,4.7331233475,-5.96e-05,2
class2,5.1221155612,-0.107208799,2
class2,4.9035964797,0.5523573211,2
class2,5.4712249756,0.2413612046,2
class2,4.9126997397,-1.2516441082,2
class2,4.9217273481,0.6462677447,2
class2,4.0036671053,-0.7201962231,2
class2,4.998774281,0.067304409,2
class2,4.9753942408,0.1666100205,2
class2,5.6826671083,0.2477114067,2
class2,4.471606262,0.7279966394,2
class2,5.0577708338,-0.8649118032,2
class2,5.4454718731,0.2998177114,2
class2,4.7652595491,0.3436400888,2
class2,4.7166256933,0.8626423046,2
class2,5.7820102441,-0.2652994501,2
class2,4.7219113997,-0.4302278353,2
class2,4.17784063,-0.3208882874,2
class2,5.7898798408,-0.1723606962,2
class2,5.2318545144,0.5371162237,2
class2,4.852228436,-0.0559856668,2
class2,4.9205631307,-0.2489283071,2
class2,4.9908951588,-0.0242424974,2
class2,4.7930671705,-0.3666067955,2
class2,5.2692427323,-0.0342381629,2
class2,5.5003058837,0.4619047695,2
class2,5.0029744729,-0.3679120636,2
class2,4.8526537685,-0.4798588723,2
class2,5.1670003984,0.3458312599,2
class2,4.7591837807,-0.1723526635,2
class2,5.0438807798,0.1629098908,2
class2,4.3354726678,0.7222025826,2
class2,5.1950652646,0.1417821823,2
class2,5.3782373932,-0.776464274,2
class2,5.629215197,-0.9963101104,2
class2,5.7448298275,-0.5278863035,2
class2,5.3327932834,0.1109285726,2
class2,5.751567115,-0.4213828763,2
class2,5.3903843198,-0.5055596132,2
class2,5.2889782421,-0.0009511214,2
class2,4.9368908941,0.0750777718,2
class2,5.0440759435,0.9319143193,2
class2,4.6573419565,0.0778541201,2
class2,4.3585777287,-0.1507089736,2
class2,5.0963616106,-0.0607435139,2
class2,5.5655569815,-1.151915471,2
class2,4.8192772614,-0.1175306086,2
class2,5.7798137292,-0.3748040986,2
class2,4.9485879644,-0.0368765908,2
class2,4.9045903184,0.4136263328,2
class2,5.638426733,0.1425941309,2
class2,5.1038212798,-0.9987929318,2
class2,5.3383527688,-0.6790098656,2
class2,4.8247227695,-1.4422199082,2
class2,5.0604031724,-0.2681839075,2
class2,5.3420782746,-0.7753159326,2
class2,5.5588098894,-0.2892701481,2
class2,4.8615297026,-0.4922504284,2
class2,4.5225415325,-0.375581604,2
class2,5.8869729991,0.4900311717,2
class2,5.6118130613,0.7773124878,2
class2,5.3292850251,0.9201158879,2
class2,5.6163445307,1.0639406228,2
class2,4.8460616187,-0.5210233459,2
class2,4.4731788048,-0.1590950924,2
class2,5.1778117288,1.1371209836,2
class2,5.31449518,0.1878706549,2
class2,4.33789454,-1.001977546,2
class2,5.0679740801,-0.0105575806,2
class2,4.9606611215,-0.4160899418,2
class2,4.7803817532,0.8580062124,2
class2,5.5548920965,0.7689278437,2
class2,4.7378684822,0.2445311499,2
class2,4.6586080781,-0.6595546544,2
class2,4.5272557463,0.5222476209,2
class2,5.0144804254,0.3412451655,2
class2,4.8865558032,-0.3208678492,2
class2,4.9313030583,-0.3436197758,2
class2,5.7996265889,0.4281357228,2
class2,5.6035943982,-0.6427666521,2
class2,5.0756544788,-0.8054497087,2
class2,5.8162740853,-0.6190757356,2
class2,4.8406522545,-0.146530988,2
class2,3.8509079238,0.2503028666,2
class2,5.6700116205,-1.0156522664,2
class2,4.8555352443,-0.0017932198,2
class2,4.8462698024,-0.6292840995,2
class2,5.6106966266,0.2850750499,2
class2,5.8426909237,0.1050769202,2
class2,4.2589608674,0.1074315842,2
class2,5.3932534198,0.4675750991,2
class2,4.3379781502,0.0207757978,2
class2,4.8487181536,-0.5241783259,2
class2,5.3313441215,0.3037632156,2
class2,5.1675382882,0.736120384,2
class2,5.2306611351,-0.263341706,2
class2,5.6651162832,-0.8087119187,2
class2,4.6936093512,-0.2431869066,2
class2,4.8647939,1.2650446465,2
class2,5.1657121562,-0.1583258592,2
class2,5.0807917233,-0.5138737906,2
class2,5.5085404868,-0.3406414539,2
class2,5.0839872326,-0.3907672037,2
class2,5.4363191058,-0.4921851866,2
class2,4.7700571244,0.1787855482,2
class2,5.5265199253,0.3894385672,2
class2,5.0660247323,-0.6294814056,2
class2,5.1034129129,-0.547853916,2
class2,4.6603460006,0.721739475,2
class2,5.0721114253,0.4287838255,2
class2,4.7719429409,-0.0936657036,2
class2,4.7041783128,-0.4289130352,2
class2,4.9348935567,-0.0851639809,2
class2,5.2991370622,0.1404664327,2
class2,4.5463891605,0.3060243213,2
class2,5.1457319944,-0.6385270961,2
class2,5.5853402239,0.7421057563,2
class2,4.9894608954,-0.3111196249,2
class2,5.5244586619,0.7591089174,2
class2,4.9387878048,0.272616557,2
class2,5.088184788,0.0027542591,2
class2,4.1421897611,-0.1852636561,2
class2,4.4181567421,-0.301506329,2
class2,4.6951837335,-0.9616378437,2
class2,4.6852370067,-0.6000804771,2
class2,4.4289011804,0.4284237895,2
class2,4.1108814543,0.6040926277,2
class2,3.8060523025,-0.0266193341,2
class2,5.4372292098,-0.2849332406,2
class2,5.2197668884,0.2450324492,2
class2,5.5782439091,0.4535671744,2
class2,5.531883024,-0.689501866,2
class2,4.5406067932,0.4270624316,2
class2,5.5113171195,0.0653662735,2
class2,4.5015573855,0.0174184525,2
class2,5.3911348931,0.0301867087,2
class2,4.8120609179,-0.1416301966,2
class2,5.2308303782,-0.1049415771,2
class2,5.0432378109,0.4154441982,2
class2,5.477833468,0.1602789441,2
class2,4.971524592,0.6061305767,2
class2,4.2592925162,0.0639450577,2
class2,5.3424876934,-0.6974394381,2
class2,5.3498041236,0.3058203625,2
class2,5.1772791119,-0.2703517386,2
class2,4.6774032039,-0.5980888258,2
class2,5.0047916869,-0.1856275415,2
class2,4.7246129595,0.5532136647,2
class2,4.9350632101,-0.6666888349,2
class2,5.2464547238,0.3032731322,2
class2,5.1509416455,-0.204181525,2
class2,4.3172477342,-0.1773186034,2
class2,5.1637383379,-0.3989216933,2
class2,5.4524379658,-0.2012942793,2
class2,4.8203809433,0.5402971082,2
class2,5.2752521347,-0.1966117458,2
class2,4.7404752772,-0.0608028057,2
class2,4.1792716121,-0.6250168727,2
class2,5.2969428787,-0.5161696622,2
class2,4.5820948868,-0.1071166847,2
class2,4.306581256,0.250977914,2
class2,3.6929348162,0.0204258445,2
class2,5.1265127615,-0.3449592598,2
class2,5.4579008427,-0.1085657776,2
class2,4.5709951795,0.4309151044,2
class2,4.4233423884,-0.1053352089,2
class2,5.207750886,0.7457489739,2
class2,4.7276989751,-0.4527801072,2
class2,4.603387352,-0.7235333688,2
class2,4.4334520824,0.1423811137,2
class2,5.338738977,-0.2011660887,2
class2,4.7959441451,-0.0448715934,2
class2,4.917338552,0.0493537181,2
class2,4.6928197757,0.7970731319,2
class2,6.1060177511,-0.5307061751,2
class2,5.3321321886,0.1300082477,2
class2,4.6186423198,0.5158440013,2
class2,4.6462824747,-0.3826044384,2
class2,5.3460849284,-0.0200456625,2
class2,5.0059407806,0.5977483046,2
class2,4.7152799234,-0.4949566985,2
class2,4.4519539609,0.1880219007,2
class2,5.231490043,-0.2257573486,2
class2,5.2972121781,0.1487883472,2
class2,4.6821141868,0.3599533901,2
class2,4.8033657481,1.0117980812,2
class2,3.8860315831,-0.7756282231,2
class2,4.5733510317,0.1192102523,2
class2,4.7405508843,-0.1150161925,2
class2,5.3041045025,-0.140205448,2
class2,5.0125130235,-0.194087974,2
class2,5.0770771131,-0.6464561922,2
class2,5.1837218901,0.0057975905,2
class2,4.9553303269,0.2625266726,2
class2,4.4292679499,-0.0845340414,2
class2,4.493152194,1.2888499632,1
class2,4.9056208786,-0.8142757123,2
class2,5.1069121967,0.0435229339,2
class2,4.9247375775,0.7269307904,2
class2,4.9234653582,-0.6312215536,2
class2,5.3234262431,-0.7830475247,2
class2,4.9119463502,0.0693075429,2
class2,4.7290208388,-0.3176828573,2
class2,4.7466061588,-0.3886595446,2
class2,3.9630862635,-0.6552011625,2
class2,5.2407273546,0.2544261824,2
class2,6.3864048971,-0.7159587687,2
class2,4.9919380919,-0.0896785829,2
class2,5.2323380826,-0.7242398741,2
class2,4.5530570537,-0.0616219072,2
class2,4.3341211577,-0.4678575258,2
class2,4.7367151959,0.616893323,2
class2,5.0748632092,-0.0654569086,2
class2,5.0512322565,0.4559310274,2
class2,4.540763767,-0.4308575546,2
class2,4.9195500321,0.3788828604,2
class2,5.1106337103,0.8727079277,2
class2,4.6091379688,-0.9897777597,2
class2,4.6793433937,-0.167514707,2
class2,4.777055923,0.0251162763,2
class2,4.4860009161,-0.5400071322,2
class2,4.9605887291,1.0459824511,2
class2,4.7323651134,-0.0790932431,2
class2,5.3758145017,0.9233643112,2
class2,4.6783081144,-0.4969256781,2
class2,5.2596250126,-0.1182668727,2
class2,4.9612393592,-0.2669538201,2
class2,5.1229365161,-1.1970250384,2
class2,4.7119217599,-0.3985654889,2
class2,4.7154693015,-0.2063896569,2
class2,4.421285091,0.0455348416,2
class2,5.2372875065,-0.7745279289,2
class2,4.5673574288,0.049900945,2
class2,3.8771504158,0.332297423,2
class2,5.3773210593,0.1666041841,2
class2,4.1895007795,0.0055814297,2
class2,4.8620929686,0.1965100552,2
class2,5.0828601827,0.2974724099,2
class2,4.1014259589,-0.2131243058,2
class2,5.0662814739,0.0954047884,2
class2,5.0264688414,0.5848891386,2
class2,5.1297847171,-0.6809283222,2
class2,4.5520042571,0.4827341739,2
class2,4.2427303477,0.1972078283,2
class2,5.5155137082,0.966919836,2
class2,4.9143182693,0.2545629066,2
class2,4.3764299057,0.1919759422,2
class2,4.4558036199,-0.2993498995,2
class2,5.1278532471,0.906809057,2
class2,5.0016911015,-0.3117893659,2
class2,4.5892022435,-0.3050991394,2
class2,4.8803825729,-0.1496491651,2
class2,5.3466295619,0.0216024373,2
class2,5.1594531419,-0.5501159592,2
class2,4.958558603,0.0725233959,2
class2,4.1931684891,-0.1882761543,2
class2,4.7144943389,0.8847932902,2
class2,5.2673229121,-0.1875807665,2
class2,5.0019659176,-0.1687600459,2
class2,4.7726371131,0.570271656,2
class2,5.697601562,-0.1866325256,2
class2,4.7605276824,0.4102705278,2
class2,4.6379377531,0.0111885268,2
class2,4.9899563654,-0.6640830196,2
class2,5.9163237655,-0.2473201928,2
class2,5.5340587014,-0.0141130401,2
class2,4.4016942089,0.2178625084,2
class2,5.1982010249,0.9402929702,2
class2,5.4192185305,0.1412124599,2
class2,4.6917572566,0.4940621111,2
class2,4.6493763799,-0.4163772987,2
class2,4.4987533215,-0.5061998069,2
class2,4.5672992751,-0.2745936807,2
class2,3.987126786,0.0519376675,2
class2,4.6211778258,0.1559420911,2
class2,5.30911949,-0.5793268317,2
class2,4.7199331348,-0.2616770658,2
class2,5.7122253105,1.1016319067,2
class2,4.318941617,0.2697258726,2
class2,5.0131323643,0.4556898776,2
class2,4.6988493407,-0.6707150287,2
class2,4.9834534169,-0.0369888638,2
class2,4.8824687622,-0.7799553256,2
class2,4.5504734572,-0.040318417,2
class2,4.91298371,0.0943215409,2
class2,5.5814521557,0.7171381866,2
class2,4.6648142582,-0.1510193701,2
class2,4.9136394208,0.4283046025,2
class2,5.1948745124,-0.4418753509,2
class2,5.2278853849,-0.7457846519,2
class2,4.9107144908,0.6725559715,2
class2,5.3126899273,0.2756116718,2
class2,5.1705923169,0.4835231313,2
class2,5.4199338756,0.152149891,2
class2,5.3707575863,-0.7427413788,2
class2,5.2896898303,0.3282877009,2
class2,5.8085573659,0.0077631584,2
class2,4.9481176164,0.1203510212,2
class2,5.1225293962,0.0549765203,2
class2,4.8018432473,-0.5795239918,2
class2,5.1539751518,0.4028798203,2
class2,4.872085607,-0.329627258,2
class2,4.48764607,-0.061713032,2
class2,4.2205793945,-0.578550393,2
class2,5.2735018202,-0.3861892451,2
class2,5.1884725968,-1.2918618282,2
class2,4.8769679211,0.2155383165,2
class2,4.8453232365,-0.1535451675,2
class2,5.6261819034,0.2108054594,2
class2,5.1484120087,-0.5553518837,2
class2,4.7162877481,-0.2662974205,2
class2,4.8640362374,-0.4725003203,2
class2,4.9655175916,-0.3153567267,2
class2,4.5622769109,-0.025220759,2
